Mod:Item:MetaData, Localized Name
Thaumcraft:ItemNuggetBeef, Beef Nugget
Thaumcraft:ItemNuggetPork, Pork Nugget
Thaumcraft:ItemNuggetFish, Fish Nugget
Thaumcraft:TripleMeatTreat, Triple Meat Treat
Thaumcraft:ItemSwordElemental, Sword of the Zephyr
Thaumcraft:ItemShovelElemental, Shovel of the Earthmover
Thaumcraft:ItemPickaxeElemental, Pickaxe of the Core
Thaumcraft:ItemAxeElemental, Axe of the Stream
Thaumcraft:ItemHoeElemental, Hoe of Growth
Thaumcraft:ItemChestplateRobe, Thaumaturge's Robe
Thaumcraft:ItemLeggingsRobe, Thaumaturge's Leggings
Thaumcraft:ItemBootsRobe, Thaumaturge's Boots
Thaumcraft:ArcaneDoorKey:0, Iron Arcane Key
Thaumcraft:ArcaneDoorKey:1, Gold Arcane Key
Thaumcraft:HandMirror, Magic Hand Mirror
Thaumcraft:HoverHarness, Thaumostatic Harness
Thaumcraft:BlockJarFilledItem, Jar of Essentia
Thaumcraft:BlockJarNodeItem, Node in a Jar
Thaumcraft:TrunkSpawner:0, Traveling Trunk
Thaumcraft:ItemGolemPlacer:0, Straw Golem
Thaumcraft:ItemGolemPlacer:1, Wood Golem
Thaumcraft:ItemGolemPlacer:2, Tallow Golem
Thaumcraft:ItemGolemPlacer:3, Clay Golem
Thaumcraft:ItemGolemPlacer:4, Flesh Golem
Thaumcraft:ItemGolemPlacer:5, Stone Golem
Thaumcraft:ItemGolemPlacer:6, Iron Golem
Thaumcraft:ItemGolemPlacer:7, Thaumium Golem
Thaumcraft:ItemGolemCore:100, Golem Animation Core
Thaumcraft:ItemGolemCore:0, Golem Animation Core
Thaumcraft:ItemGolemCore:1, Golem Animation Core
Thaumcraft:ItemGolemCore:2, Golem Animation Core
Thaumcraft:ItemGolemCore:3, Golem Animation Core
Thaumcraft:ItemGolemCore:4, Golem Animation Core
Thaumcraft:ItemGolemCore:5, Golem Animation Core
Thaumcraft:ItemGolemCore:6, Golem Animation Core
Thaumcraft:ItemGolemCore:7, Golem Animation Core
Thaumcraft:ItemGolemCore:8, Golem Animation Core
Thaumcraft:ItemGolemCore:9, Golem Animation Core
Thaumcraft:ItemGolemCore:10, Golem Animation Core
Thaumcraft:ItemGolemCore:11, Golem Animation Core
Thaumcraft:ItemGolemUpgrade:0, Golem Upgrade: Air
Thaumcraft:ItemGolemUpgrade:1, Golem Upgrade: Earth
Thaumcraft:ItemGolemUpgrade:2, Golem Upgrade: Fire
Thaumcraft:ItemGolemUpgrade:3, Golem Upgrade: Water
Thaumcraft:ItemGolemUpgrade:4, Golem Upgrade: Order
Thaumcraft:ItemGolemUpgrade:5, Golem Upgrade: Entropy
Thaumcraft:GolemBell, Golemancer's Bell
Thaumcraft:ItemGolemDecoration:0, Accessory: Top Hat
Thaumcraft:ItemGolemDecoration:1, Accessory: Spectacles
Thaumcraft:ItemGolemDecoration:2, Accessory: Bowtie
Thaumcraft:ItemGolemDecoration:3, Accessory: Fez
Thaumcraft:ItemGolemDecoration:4, Accessory: Dart Launcher
Thaumcraft:ItemGolemDecoration:5, Accessory: Visor
Thaumcraft:ItemGolemDecoration:6, Accessory: Iron Plating
Thaumcraft:ItemGolemDecoration:7, Accessory: Mace Arm
Thaumcraft:ItemBowBone, Bow of Bone
Thaumcraft:PrimalArrow:0, Air Arrow
Thaumcraft:PrimalArrow:1, Fire Arrow
Thaumcraft:PrimalArrow:2, Water Arrow
Thaumcraft:PrimalArrow:3, Earth Arrow
Thaumcraft:PrimalArrow:4, Order Arrow
Thaumcraft:PrimalArrow:5, Entropy Arrow
Thaumcraft:ItemResonator, Essentia Resonator
Thaumcraft:ItemBaubleBlanks:0, Mundane Amulet
Thaumcraft:ItemBaubleBlanks:1, Mundane Ring
Thaumcraft:ItemBaubleBlanks:2, Mundane Belt
Thaumcraft:ItemAmuletRunic:0, Amulet of Runic Shielding
Thaumcraft:ItemAmuletRunic:1, Amulet of Emergency Shielding
Thaumcraft:ItemRingRunic:0, Ring of Protection
Thaumcraft:ItemRingRunic:1, Ring of Runic Shielding
Thaumcraft:ItemRingRunic:2, Charged Ring of Shielding
Thaumcraft:ItemRingRunic:3, Revitalizing Ring of Shielding
Thaumcraft:ItemGirdleRunic:0, Girdle of Runic Shielding
Thaumcraft:ItemGirdleRunic:1, Kinetic Girdle of Shielding
Thaumcraft:ItemAmuletVis:0, Vis Stone
Thaumcraft:ItemAmuletVis:1, Amulet of Vis Storage
Thaumcraft:ItemGirdleHover:0, Thaumostatic Girdle
Thaumcraft:ItemZombieBrain, Zombie Brain
Thaumcraft:ItemBathSalts, Purifying Bath Salts
Thaumcraft:ItemCrystalEssence:0, Crystallized Essence
Thaumcraft:ItemBucketDeath, Bucket of Liquid Death
Thaumcraft:ItemBucketPure, Bucket of Purifying Fluid
Thaumcraft:ItemHelmetFortress, Thaumium Fortress Helm
Thaumcraft:ItemChestplateFortress, Thaumium Fortress Cuirass
Thaumcraft:ItemLeggingsFortress, Thaumium Fortress Thigh Guards
Thaumcraft:ItemEldritchObject:0, Eldritch Eye
Thaumcraft:ItemEldritchObject:1, Crimson Rites
Thaumcraft:ItemEldritchObject:2, Runed Tablet
Thaumcraft:ItemEldritchObject:3, Primordial Pearl
Thaumcraft:ItemEldritchObject:4, Eldritch Obelisk Placer
Thaumcraft:ItemHelmetVoid, Void Helm
Thaumcraft:ItemChestplateVoid, Void Chestplate
Thaumcraft:ItemLeggingsVoid, Void Leggings
Thaumcraft:ItemBootsVoid, Void Boots
Thaumcraft:ItemShovelVoid, Void Shovel
Thaumcraft:ItemPickVoid, Void Pickaxe
Thaumcraft:ItemAxeVoid, Void Axe
Thaumcraft:ItemSwordVoid, Void Sword
Thaumcraft:ItemHoeVoid, Void Hoe
Thaumcraft:ItemHelmetVoidFortress, Void Thaumaturge Hood
Thaumcraft:ItemChestplateVoidFortress, Void Thaumaturge Robe
Thaumcraft:ItemLeggingsVoidFortress, Void Thaumaturge Leggings
Thaumcraft:ItemSanitySoap, Sanitizing Soap
Thaumcraft:ItemSanityChecker, Sanity Checker
Thaumcraft:ItemBottleTaint, Bottled Taint
Thaumcraft:ItemHelmetCultistRobe, Crimson Cult Hood
Thaumcraft:ItemChestplateCultistRobe, Crimson Cult Robe
Thaumcraft:ItemLeggingsCultistRobe, Crimson Cult Leggings
Thaumcraft:ItemBootsCultist, Crimson Cult Boots
Thaumcraft:ItemHelmetCultistPlate, Crimson Cult Helm
Thaumcraft:ItemChestplateCultistPlate, Crimson Cult Chestplate
Thaumcraft:ItemLeggingsCultistPlate, Crimson Cult Greaves
Thaumcraft:ItemHelmetCultistLeaderPlate, Crimson Praetor Helm
Thaumcraft:ItemChestplateCultistLeaderPlate, Crimson Praetor Chestplate
Thaumcraft:ItemLeggingsCultistLeaderPlate, Crimson Praetor Greaves
Thaumcraft:ItemSwordCrimson, Crimson Blade
Thaumcraft:ItemLootBag:0, Common Treasure
Thaumcraft:ItemLootBag:1, Uncommon Treasure
Thaumcraft:ItemLootBag:2, Rare Treasure
Thaumcraft:ItemCompassStone:0, Sinister Lodestone
Thaumcraft:ItemPrimalCrusher, Primal Crusher
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:waxcombItem, Waxcomb
harvestcraft:honeycombItem, Honeycomb
harvestcraft:beeswaxItem, Beeswax
harvestcraft:honeyItem, Honey
harvestcraft:grubItem, Bee Grub
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:saltItem, Salt
harvestcraft:waxItem, Wax
harvestcraft:wovencottonItem, Woven Cotton
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
harvestcraft:hardenedleatherchestItem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsItem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsItem, Hardened Leather Boots
harvestcraft:muttonrawItem, Raw Mutton
harvestcraft:muttoncookedItem, Cooked Mutton
harvestcraft:calamarirawItem, Raw Calamari
harvestcraft:calamaricookedItem, Cooked Calamari
harvestcraft:sunflowerseedsItem, Sunflower Seeds
harvestcraft:freshwaterItem, Fresh Water
harvestcraft:freshmilkItem, Fresh Milk
harvestcraft:blackberryItem, Blackberry
harvestcraft:blueberryItem, Blueberry
harvestcraft:candleberryItem, Candleberry
harvestcraft:raspberryItem, Raspberry
harvestcraft:strawberryItem, Strawberry
harvestcraft:grapeItem, Grape
harvestcraft:cactusfruitItem, Cactus Fruit
harvestcraft:asparagusItem, Asparagus
harvestcraft:barleyItem, Barley
harvestcraft:oatsItem, Oats
harvestcraft:ryeItem, Rye
harvestcraft:cornItem, Corn
harvestcraft:bambooshootItem, Bamboo Shoot
harvestcraft:cantaloupeItem, Cantaloupe
harvestcraft:cucumberItem, Cucumber
harvestcraft:wintersquashItem, Winter Squash
harvestcraft:zucchiniItem, Zucchini
harvestcraft:beetItem, Beet
harvestcraft:onionItem, Onion
harvestcraft:parsnipItem, Parsnip
harvestcraft:peanutItem, Peanut
harvestcraft:radishItem, Radish
harvestcraft:rutabagaItem, Rutabaga
harvestcraft:sweetpotatoItem, Sweet Potato
harvestcraft:turnipItem, Turnip
harvestcraft:rhubarbItem, Rhubarb
harvestcraft:celeryItem, Celery
harvestcraft:garlicItem, Garlic
harvestcraft:gingerItem, Ginger
harvestcraft:spiceleafItem, Spice Leaf
harvestcraft:ediblerootItem, Edible Root
harvestcraft:tealeafItem, Tea Leaf
harvestcraft:coffeebeanItem, Coffee Beans
harvestcraft:mustardseedsItem, Mustard Seeds
harvestcraft:broccoliItem, Broccoli
harvestcraft:cauliflowerItem, Cauliflower
harvestcraft:leekItem, Leek
harvestcraft:lettuceItem, Lettuce
harvestcraft:scallionItem, Scallion
harvestcraft:artichokeItem, Artichoke
harvestcraft:brusselsproutItem, Brussel Sprout
harvestcraft:cabbageItem, Cabbage
harvestcraft:spinachItem, Spinach
harvestcraft:whitemushroomItem, White Mushroom
harvestcraft:beanItem, Beans
harvestcraft:soybeanItem, Soybean
harvestcraft:bellpepperItem, Bellpepper
harvestcraft:chilipepperItem, Chili Pepper
harvestcraft:eggplantItem, Eggplant
harvestcraft:okraItem, Okra
harvestcraft:peasItem, Peas
harvestcraft:tomatoItem, Tomato
harvestcraft:cottonItem, Cotton
harvestcraft:pineappleItem, Pineapple
harvestcraft:kiwiItem, Kiwi
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:cranberryItem, Cranberry
harvestcraft:riceItem, Rice
harvestcraft:seaweedItem, Seaweed
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:blackberryseedItem, Blackberry Seed
harvestcraft:blueberryseedItem, Blueberry Seed
harvestcraft:candleberryseedItem, Candleberry Seed
harvestcraft:raspberryseedItem, Raspberry Seed
harvestcraft:strawberryseedItem, Strawberry Seed
harvestcraft:grapeseedItem, Grape Seed
harvestcraft:cactusfruitseedItem, Cactus Fruit Seed
harvestcraft:asparagusseedItem, Asparagus Seed
harvestcraft:barleyseedItem, Barley Seed
harvestcraft:oatsseedItem, Oats Seed
harvestcraft:ryeseedItem, Rye Seed
harvestcraft:cornseedItem, Corn Seed
harvestcraft:bambooshootseedItem, Bamboo Shoot Seed
harvestcraft:cantaloupeseedItem, Cantaloupe Seed
harvestcraft:cucumberseedItem, Cucumber Seed
harvestcraft:wintersquashseedItem, Winter Squash Seed
harvestcraft:zucchiniseedItem, Zucchini Seed
harvestcraft:beetseedItem, Beet Seed
harvestcraft:onionseedItem, Onion Seed
harvestcraft:parsnipseedItem, Parsnip Seed
harvestcraft:peanutseedItem, Peanut Seed
harvestcraft:radishseedItem, Radish Seed
harvestcraft:rutabagaseedItem, Rutabaga Seed
harvestcraft:sweetpotatoseedItem, Sweet Potato Seed
harvestcraft:turnipseedItem, Turnip Seed
harvestcraft:rhubarbseedItem, Rhubarb Seed
harvestcraft:celeryseedItem, Celery Seed
harvestcraft:garlicseedItem, Garlic Seed
harvestcraft:gingerseedItem, Ginger Seed
harvestcraft:spiceleafseedItem, Spice Leaf Seed
harvestcraft:teaseedItem, Tea Seed
harvestcraft:coffeeseedItem, Coffee Seed
harvestcraft:mustardseedItem, Mustard Seed
harvestcraft:broccoliseedItem, Broccoli Seed
harvestcraft:cauliflowerseedItem, Cauliflower Seed
harvestcraft:leekseedItem, Leek Seed
harvestcraft:lettuceseedItem, Lettuce Seed
harvestcraft:scallionseedItem, Scallion Seed
harvestcraft:artichokeseedItem, Artichoke Seed
harvestcraft:brusselsproutseedItem, Brussel Sprout Seed
harvestcraft:cabbageseedItem, Cabbage Seed
harvestcraft:spinachseedItem, Spinach Seed
harvestcraft:whitemushroomseedItem, White Mushroom Spore
harvestcraft:beanseedItem, Bean Seed
harvestcraft:soybeanseedItem, Soybean Seed
harvestcraft:bellpepperseedItem, Bellpepper Seed
harvestcraft:chilipepperseedItem, Chili Pepper Seed
harvestcraft:eggplantseedItem, Eggplant Seed
harvestcraft:okraseedItem, Okra Seed
harvestcraft:peasseedItem, Peas Seed
harvestcraft:tomatoseedItem, Tomato Seed
harvestcraft:cottonseedItem, Cotton Seed
harvestcraft:pineappleseedItem, Pineapple Seed
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:kiwiseedItem, Kiwi Seed
harvestcraft:cranberryseedItem, Cranberry Seed
harvestcraft:riceseedItem, Rice Seed
harvestcraft:seaweedseedItem, Seaweed Seed
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:almondItem, Almond
harvestcraft:apricotItem, Apricot
harvestcraft:avocadoItem, Avocado
harvestcraft:bananaItem, Banana
harvestcraft:cashewItem, Cashew
harvestcraft:cherryItem, Cherry
harvestcraft:chestnutItem, Chestnut
harvestcraft:cinnamonItem, Cinnamon
harvestcraft:coconutItem, Coconut
harvestcraft:dateItem, Date
harvestcraft:dragonfruitItem, Dragonfruit
harvestcraft:durianItem, Durian
harvestcraft:figItem, Fig
harvestcraft:grapefruitItem, Grapefruit
harvestcraft:lemonItem, Lemon
harvestcraft:limeItem, Lime
harvestcraft:maplesyrupItem, Maple Syrup
harvestcraft:mangoItem, Mango
harvestcraft:nutmegItem, Nutmeg
harvestcraft:oliveItem, Olive
harvestcraft:orangeItem, Orange
harvestcraft:papayaItem, Papaya
harvestcraft:peachItem, Peach
harvestcraft:pearItem, Pear
harvestcraft:pecanItem, Pecan
harvestcraft:peppercornItem, Peppercorn
harvestcraft:persimmonItem, Persimmon
harvestcraft:pistachioItem, Pistachio
harvestcraft:plumItem, Plum
harvestcraft:pomegranateItem, Pomegranate
harvestcraft:starfruitItem, Starfruit
harvestcraft:vanillabeanItem, Vanilla Bean
harvestcraft:walnutItem, Walnut
harvestcraft:gooseberryItem, Gooseberry
harvestcraft:grilledasparagusItem, Grilled Asparagus
harvestcraft:bakedsweetpotatoItem, Baked Sweet Potato
harvestcraft:teaItem, Cup of Tea
harvestcraft:coffeeItem, Cup of Coffee
harvestcraft:popcornItem, Popcorn
harvestcraft:grilledeggplantItem, Grilled Eggplant
harvestcraft:raisinsItem, Raisins
harvestcraft:ricecakeItem, Rice Cake
harvestcraft:toastedcoconutItem, Toasted Coconut
harvestcraft:vanillaItem, Vanilla
harvestcraft:toastedsesameseedsItem, Toasted Sesame Seeds
harvestcraft:flourItem, Flour
harvestcraft:doughItem, Dough
harvestcraft:toastItem, Toast
harvestcraft:pastaItem, Pasta
harvestcraft:heavycreamItem, Heavy Cream
harvestcraft:butterItem, Butter
harvestcraft:cheeseItem, Cheese
harvestcraft:icecreamItem, Ice Cream
harvestcraft:grilledcheeseItem, Grilled Cheese
harvestcraft:applejuiceItem, Apple Juice
harvestcraft:applesauceItem, Apple Sauce
harvestcraft:applepieItem, Apple Pie
harvestcraft:caramelappleItem, Caramel Apple
harvestcraft:pumpkinbreadItem, Pumpkin Bread
harvestcraft:roastedpumpkinseedsItem, Roasted Pumpkin Seeds
harvestcraft:pumpkinsoupItem, Pumpkin Soup
harvestcraft:melonjuiceItem, Melon Juice
harvestcraft:melonsmoothieItem, Melon Smoothie
harvestcraft:carrotjuiceItem, Carrot Juice
harvestcraft:carrotcakeItem, Carrot Cake
harvestcraft:carrotsoupItem, Carrot Soup
harvestcraft:glazedcarrotsItem, Glazed Carrots
harvestcraft:butteredpotatoItem, Buttered Potato
harvestcraft:loadedbakedpotatoItem, Loaded Baked Potato
harvestcraft:mashedpotatoesItem, Mashed Potatoes
harvestcraft:potatosaladItem, Potato Salad
harvestcraft:potatosoupItem, Potato Soup
harvestcraft:friesItem, Fries
harvestcraft:grilledmushroomItem, Grilled Mushroom
harvestcraft:stuffedmushroomItem, Stuffed Mushroom
harvestcraft:chickensandwichItem, Chicken Sandwich
harvestcraft:chickennoodlesoupItem, Chicken Noodle Soup
harvestcraft:chickenpotpieItem, Chicken Pot Pie
harvestcraft:breadedporkchopItem, Breaded Porkchop
harvestcraft:hotdogItem, Hotdog
harvestcraft:bakedhamItem, Baked Ham
harvestcraft:hamburgerItem, Hamburger
harvestcraft:cheeseburgerItem, Cheeseburger
harvestcraft:baconcheeseburgerItem, Bacon Cheeseburger
harvestcraft:potroastItem, Pot Roast
harvestcraft:fishsandwichItem, Fish Sandwich
harvestcraft:fishsticksItem, Fish Sticks
harvestcraft:fishandchipsItem, Fish and Chips
harvestcraft:mayoItem, Mayo
harvestcraft:friedeggItem, Fried Egg
harvestcraft:scrambledeggItem, Scrambled Egg
harvestcraft:boiledeggItem, Boiled Egg
harvestcraft:eggsaladItem, Egg Salad
harvestcraft:caramelItem, Caramel
harvestcraft:taffyItem, Taffy
harvestcraft:spidereyesoupItem, Spider Eye Soup
harvestcraft:zombiejerkyItem, Zombie Jerky
harvestcraft:cocoapowderItem, Cocoa Powder
harvestcraft:chocolatebarItem, Chocolate Bar
harvestcraft:hotchocolateItem, Hot Chocolate
harvestcraft:chocolateicecreamItem, Chocolate Ice Cream
harvestcraft:vegetablesoupItem, Vegetable Soup
harvestcraft:stockItem, Stock
harvestcraft:fruitsaladItem, Fruit Salad
harvestcraft:spagettiItem, Spagetti
harvestcraft:spagettiandmeatballsItem, Spagetti and Meatballs
harvestcraft:tomatosoupItem, Tomato Soup
harvestcraft:ketchupItem, Ketchup
harvestcraft:chickenparmasanItem, Chicken Parmasan
harvestcraft:pizzaItem, Pizza
harvestcraft:springsaladItem, Spring Salad
harvestcraft:porklettucewrapItem, Pork Lettuce Wrap
harvestcraft:fishlettucewrapItem, Fish Lettuce Wrap
harvestcraft:bltItem, BLT
harvestcraft:leafychickensandwichItem, Leafy Chicken Sandwich
harvestcraft:leafyfishsandwichItem, Leafy Fish Sandwich
harvestcraft:deluxecheeseburgerItem, Deluxe Cheeseburger
harvestcraft:delightedmealItem, Delighted Meal
harvestcraft:onionsoupItem, Onion Soup
harvestcraft:potatocakesItem, Potato Cakes
harvestcraft:hashItem, Hash
harvestcraft:braisedonionsItem, Braised Onions
harvestcraft:heartybreakfastItem, Hearty Breakfast
harvestcraft:cornonthecobItem, Corn on the Cob
harvestcraft:cornmealItem, Cornmeal
harvestcraft:cornbreadItem, Cornbread
harvestcraft:tortillaItem, Tortilla
harvestcraft:nachoesItem, Nachoes
harvestcraft:tacoItem, Taco
harvestcraft:fishtacoItem, Fish Taco
harvestcraft:creamedcornItem, Creamed Corn
harvestcraft:strawberrysmoothieItem, Strawberry Smoothie
harvestcraft:strawberrypieItem, Strawberry Pie
harvestcraft:strawberrysaladItem, Strawberry Salad
harvestcraft:strawberryjuiceItem, Strawberry Juice
harvestcraft:chocolatestrawberryItem, Chocolate Strawberry
harvestcraft:peanutbutterItem, Peanut Butter
harvestcraft:trailmixItem, Trail Mix
harvestcraft:pbandjItem, PB&J
harvestcraft:peanutbuttercookiesItem, Peanut Butter Cookies
harvestcraft:grapejuiceItem, Grape Juice
harvestcraft:vinegarItem, Vinegar
harvestcraft:grapejellyItem, Grape Jelly
harvestcraft:grapesaladItem, Grape Salad
harvestcraft:raisincookiesItem, Raisin Cookies
harvestcraft:picklesItem, Pickles
harvestcraft:cucumbersaladItem, Cucumber Salad
harvestcraft:cucumbersoupItem, Cucumber Soup
harvestcraft:vegetarianlettucewrapItem, Vegetarian Lettuce Wrap
harvestcraft:marinatedcucumbersItem, Marinated Cucumbers
harvestcraft:ricesoupItem, Rice Soup
harvestcraft:friedriceItem, Fried Rice
harvestcraft:mushroomrisottoItem, Mushroom Risotto
harvestcraft:curryItem, Curry Rice
harvestcraft:rainbowcurryItem, Rainbow Curry
harvestcraft:refriedbeansItem, Refried Beans
harvestcraft:bakedbeansItem, Baked Beans
harvestcraft:beansandriceItem, Beans and Rice
harvestcraft:chiliItem, Chili
harvestcraft:beanburritoItem, Bean Burrito
harvestcraft:stuffedpepperItem, Stuffed Pepper
harvestcraft:veggiestirfryItem, Veggie Stirfry
harvestcraft:grilledskewersItem, Grilled Skewer
harvestcraft:supremepizzaItem, Supreme Pizza
harvestcraft:omeletItem, Omelet
harvestcraft:hotwingsItem, Hot Wings
harvestcraft:chilipoppersItem, Chili Poppers
harvestcraft:extremechiliItem, Extreme Chili
harvestcraft:chilichocolateItem, Chili Chocolate
harvestcraft:lemonaideItem, Lemonade
harvestcraft:lemonbarItem, Lemon Bar
harvestcraft:fishdinnerItem, Fish Dinner
harvestcraft:lemonsmoothieItem, Lemon Smoothie
harvestcraft:lemonmeringueItem, Lemon Meringue
harvestcraft:candiedlemonItem, Candied Lemon
harvestcraft:lemonchickenItem, Lemon Chicken
harvestcraft:blueberrysmoothieItem, Blueberry Smoothie
harvestcraft:blueberrypieItem, Blueberry Pie
harvestcraft:blueberrymuffinItem, Blueberry Muffin
harvestcraft:blueberryjuiceItem, Blueberry Juice
harvestcraft:pancakesItem, Pancakes
harvestcraft:blueberrypancakesItem, Blueberry Pancakes
harvestcraft:cherryjuiceItem, Cherry Juice
harvestcraft:cherrypieItem, Cherry Pie
harvestcraft:chocolatecherryItem, Chocolate Cherry
harvestcraft:cherrysmoothieItem, Cherry Smoothie
harvestcraft:cheesecakeItem, Cheesecake
harvestcraft:cherrycheesecakeItem, Cherry Cheesecake
harvestcraft:stuffedeggplantItem, Stuffed Eggplant
harvestcraft:eggplantparmItem, Eggplant Parm
harvestcraft:raspberryicedteaItem, Raspberry Iced Tea
